TF,statistic,pvalue,zscore,max_auc,re_rank,irwin_hall_pvalue
PRDM12,0.015,4.94E-01,1.557,0.353,0.435,3.55E-01
ZNF605,0.128,4.49E-01,1.214,0.361,0.435,3.56E-01
ZEB2,0.401,3.44E-01,0.167,0.387,0.435,3.57E-01
SS18,0.183,4.27E-01,-0.29,0.411,0.435,3.57E-01
ELF3,0.406,3.43E-01,0.472,0.374,0.436,3.59E-01
ZNF287,-0.011,5.04E-01,1.6,0.35,0.437,3.61E-01
MBD4,0.336,3.68E-01,0.52,0.377,0.437,3.62E-01
H2AFX,-0.287,6.13E-01,1.156,0.391,0.438,3.62E-01
KLF4,-0.553,7.10E-01,-0.083,0.458,0.439,3.65E-01
ZNF263,0.085,4.66E-01,-0.744,0.425,0.439,3.65E-01
MCM7,-0.351,6.37E-01,0.77,0.405,0.441,3.69E-01
ZNF778,0.101,4.60E-01,0.663,0.38,0.443,3.72E-01
NFKB1,0.362,3.59E-01,0.214,0.381,0.443,3.74E-01
PAX5,0.359,3.60E-01,0.27,0.381,0.444,3.75E-01
ZNF707,-0.173,5.69E-01,1.206,0.375,0.445,3.79E-01
DROSHA,0.18,4.29E-01,-1.089,0.426,0.446,3.81E-01
RELA,-1.071,8.58E-01,-0.501,0.527,0.447,3.82E-01
ZNF554,0.179,4.29E-01,0.796,0.364,0.447,3.83E-01
GTF3C5,0.368,3.57E-01,-0.939,0.41,0.447,3.83E-01
PAX6,-0.16,5.64E-01,0.949,0.38,0.448,3.83E-01
BACH2,0.135,4.46E-01,0.25,0.392,0.449,3.87E-01
RBPJ,-0.249,5.98E-01,-0.605,0.436,0.45,3.89E-01
JUND,-0.478,6.84E-01,0.186,0.426,0.45,3.90E-01
HIF1A,-0.193,5.77E-01,0.467,0.398,0.454,3.97E-01
MYBL2,0.289,3.86E-01,0.403,0.373,0.455,3.99E-01
NR5A2,-0.182,5.72E-01,0.938,0.378,0.455,4.00E-01
ZNF597,0.286,3.88E-01,0.417,0.373,0.455,4.01E-01
ATF3,-0.153,5.61E-01,-0.26,0.416,0.456,4.02E-01
