TF,statistic,pvalue,zscore,max_auc,re_rank,irwin_hall_pvalue
NR1H2,2.991,1.39E-03,2.494,0.627,0.07,1.55E-03
HES2,7.934,1.06E-15,1.975,0.68,0.072,1.70E-03
SMAD3,3.529,2.09E-04,2.018,0.721,0.073,1.72E-03
TTF1,2.117,1.71E-02,3.181,0.614,0.074,1.85E-03
SNAI2,4.539,2.83E-06,2.449,0.611,0.074,1.85E-03
ASCL1,4.01,3.03E-05,2.261,0.626,0.079,2.20E-03
EZH2,9.031,8.48E-20,1.648,0.842,0.079,2.20E-03
SSRP1,2.299,1.07E-02,3.445,0.601,0.079,2.26E-03
NR1H3,2.922,1.74E-03,2.649,0.607,0.079,2.26E-03
RAD21,8.215,1.06E-16,1.915,0.654,0.08,2.29E-03
RUNX2,1.933,2.66E-02,3.286,0.611,0.08,2.32E-03
GATA6,3.576,1.74E-04,2.527,0.604,0.081,2.35E-03
SMAD4,2.071,1.92E-02,2.074,0.797,0.082,2.45E-03
SMC1A,6.427,6.52E-11,1.889,0.658,0.082,2.51E-03
TP53,5.241,8.01E-08,1.99,0.65,0.083,2.58E-03
CRY1,1.558,5.97E-02,3.385,0.621,0.084,2.64E-03
WWTR1,2.358,9.19E-03,2.08,0.688,0.084,2.68E-03
EPAS1,1.686,4.59E-02,2.227,0.705,0.086,2.85E-03
TAZ,1.637,5.08E-02,2.462,0.653,0.086,2.85E-03
ZNF207,1.582,5.69E-02,3.028,0.621,0.087,2.93E-03
ZNF354C,1.543,6.15E-02,3.439,0.617,0.087,2.96E-03
SMC3,6.444,5.80E-11,1.813,0.653,0.089,3.15E-03
SMARCA2,1.88,3.00E-02,2.498,0.621,0.089,3.19E-03
HNF4A,3.916,4.50E-05,2.079,0.634,0.09,3.27E-03
ZNF292,1.537,6.21E-02,3.209,0.616,0.092,3.47E-03
KMT2B,1.632,5.13E-02,2.376,0.651,0.092,3.51E-03
CTCF,20.412,6.52E-93,1.619,0.658,0.097,4.16E-03
STAT3,3.159,7.91E-04,1.672,0.693,0.099,4.35E-03
ZNF436,1.586,5.64E-02,2.455,0.633,0.1,4.54E-03
TFAP2C,2.865,2.08E-03,2.315,0.605,0.101,4.69E-03
DLX2,1.593,5.56E-02,2.378,0.636,0.101,4.69E-03
DAXX,2.041,2.06E-02,2.636,0.597,0.102,4.74E-03
RNF2,2.76,2.89E-03,1.705,0.692,0.102,4.79E-03
IKZF1,2.968,1.50E-03,1.733,0.667,0.102,4.79E-03
RCOR1,1.581,5.70E-02,2.839,0.607,0.103,4.89E-03
CREBBP,1.669,4.76E-02,2.081,0.664,0.103,4.89E-03
ZNF512,1.932,2.67E-02,2.367,0.611,0.106,5.31E-03
ZNF140,1.532,6.28E-02,2.964,0.604,0.107,5.53E-03
JARID2,5.384,3.64E-08,1.291,0.821,0.107,5.53E-03
PRMT5,1.69,4.55E-02,1.84,0.715,0.108,5.70E-03
ESR1,7.063,8.14E-13,1.632,0.639,0.11,5.99E-03
LHX2,1.379,8.40E-02,2.362,0.642,0.111,6.11E-03
SMARCA4,2.544,5.48E-03,1.468,0.796,0.111,6.23E-03
HNF1B,1.609,5.38E-02,2.155,0.641,0.111,6.23E-03
PGBD3,1.639,5.06E-02,2.035,0.654,0.112,6.35E-03
TCF7L1,2.084,1.86E-02,1.78,0.654,0.113,6.53E-03
POLR3D,3.177,7.44E-04,2.236,0.588,0.114,6.72E-03
ELF3,2.037,2.08E-02,2.352,0.601,0.115,6.85E-03
NME2,1.911,2.80E-02,2.684,0.58,0.116,7.04E-03
PCGF2,2.124,1.68E-02,2.047,0.618,0.117,7.18E-03
MYOD1,2.085,1.85E-02,2.262,0.599,0.118,7.44E-03
RING1,1.719,4.28E-02,2.261,0.61,0.118,7.44E-03
FOXK1,1.055,1.46E-01,2.846,0.634,0.118,7.44E-03
ZNF92,1.471,7.06E-02,2.617,0.601,0.118,7.44E-03
TFAP2A,3.049,1.15E-03,2.241,0.58,0.122,8.14E-03
BAHD1,1.418,7.81E-02,2.777,0.594,0.123,8.29E-03
ZFP57,2.008,2.23E-02,2.218,0.599,0.125,8.89E-03
ZNF750,1.403,8.04E-02,2.874,0.588,0.126,9.04E-03
KLF5,2.472,6.71E-03,1.667,0.639,0.126,9.04E-03
ZNF707,1.258,1.04E-01,2.525,0.608,0.127,9.20E-03
LYL1,2.734,3.13E-03,1.791,0.61,0.128,9.51E-03
SUZ12,3.878,5.27E-05,0.98,0.83,0.128,9.51E-03
GREB1,2.252,1.22E-02,2.182,0.587,0.129,9.67E-03
SUMO1,4.581,2.32E-06,1.879,0.587,0.131,1.01E-02
GRIP1,1.968,2.45E-02,1.933,0.611,0.132,1.03E-02
MITF,1.776,3.79E-02,2.491,0.573,0.133,1.07E-02
PROX1,2.173,1.49E-02,2.023,0.599,0.133,1.07E-02
TERC,2.509,6.06E-03,2.33,0.568,0.133,1.07E-02
ZNF48,1.327,9.22E-02,3.363,0.575,0.134,1.08E-02
ZFAT,1.473,7.03E-02,2.321,0.602,0.134,1.08E-02
TCF21,2.765,2.85E-03,1.827,0.602,0.134,1.09E-02
TCF7L2,1.32,9.34E-02,1.904,0.659,0.134,1.09E-02
CDX2,1.653,4.91E-02,2.177,0.595,0.138,1.18E-02
ATF3,1.746,4.04E-02,1.654,0.647,0.138,1.19E-02
SMAD2,2.046,2.04E-02,2.1,0.589,0.139,1.22E-02
NEUROG2,3.782,7.79E-05,1.904,0.578,0.141,1.26E-02
CHD4,2.692,3.55E-03,1.43,0.634,0.143,1.32E-02
PTTG1,1.66,4.85E-02,2.65,0.56,0.143,1.32E-02
ZMYM3,2.933,1.68E-03,1.892,0.584,0.143,1.33E-02
ZFP64,1.314,9.44E-02,2.297,0.601,0.146,1.40E-02
ZNF202,1.34,9.01E-02,1.806,0.641,0.149,1.48E-02
TEAD1-TEAD4,1.456,7.27E-02,2.148,0.599,0.15,1.51E-02
CLOCK,1.124,1.31E-01,3.235,0.573,0.152,1.58E-02
LMNA,1.218,1.12E-01,2.241,0.606,0.152,1.59E-02
DNMT3A,1.465,7.15E-02,1.691,0.639,0.152,1.59E-02
EED,1.267,1.03E-01,1.602,0.698,0.152,1.59E-02
SMAD1,1.979,2.39E-02,2.121,0.571,0.155,1.66E-02
SMARCB1,2.142,1.61E-02,1.771,0.589,0.155,1.67E-02
NONO,1.214,1.12E-01,3.138,0.566,0.156,1.70E-02
ZNF768,1.305,9.59E-02,2.505,0.572,0.156,1.72E-02
ZFP41,1.404,8.02E-02,2.7,0.558,0.157,1.73E-02
PTRF,1.52,6.42E-02,2.702,0.552,0.157,1.76E-02
TET2,1.992,2.32E-02,1.49,0.617,0.158,1.77E-02
CDCA2,1.347,8.89E-02,2.333,0.579,0.158,1.78E-02
EHF,1.521,6.41E-02,1.473,0.646,0.16,1.86E-02
GATA3,2.233,1.28E-02,1.732,0.581,0.165,2.02E-02
JUNB,1.367,8.59E-02,1.496,0.645,0.166,2.06E-02
PRKDC,1.499,6.69E-02,1.913,0.592,0.167,2.09E-02
FOXA2,2.13,1.66E-02,1.572,0.595,0.167,2.10E-02
SOX2,1.362,8.65E-02,1.429,0.648,0.171,2.24E-02
PRDM12,1.142,1.27E-01,3,0.556,0.171,2.27E-02
JMJD6,2.408,8.02E-03,0.682,0.692,0.172,2.30E-02
BMI1,1.629,5.16E-02,1.493,0.61,0.173,2.31E-02
ZNF331,1.126,1.30E-01,2.976,0.555,0.174,2.39E-02
ZNF217,1.195,1.16E-01,2.51,0.56,0.176,2.44E-02
KDM3B,1.802,3.58E-02,1.707,0.58,0.176,2.44E-02
SIX4,1.065,1.43E-01,3.458,0.551,0.176,2.46E-02
MCM2,1.204,1.14E-01,2.493,0.561,0.177,2.51E-02
TCF7,0.896,1.85E-01,1.918,0.63,0.178,2.55E-02
ZNF445,1.227,1.10E-01,2.33,0.563,0.182,2.71E-02
ZNF16,0.97,1.66E-01,2.139,0.598,0.182,2.72E-02
ZNF781,1.132,1.29E-01,2.591,0.554,0.184,2.79E-02
MYOG,1.25,1.06E-01,2.153,0.571,0.184,2.79E-02
SON,1.387,8.27E-02,1.776,0.586,0.185,2.86E-02
SKI,1.455,7.28E-02,1.63,0.598,0.185,2.86E-02
SP140,1.748,4.03E-02,1.771,0.567,0.187,2.92E-02
SFPQ,1.053,1.46E-01,2.928,0.55,0.187,2.94E-02
STAT1,2.128,1.67E-02,1.097,0.608,0.187,2.96E-02
ETV5,1.166,1.22E-01,1.498,0.629,0.187,2.96E-02
RUNX1T1,2.035,2.09E-02,1.448,0.584,0.188,2.97E-02
HCFC1R1,1.277,1.01E-01,2.102,0.568,0.188,2.97E-02
ZBTB17,1.329,9.20E-02,2.076,0.567,0.189,3.06E-02
ZBTB48,2.321,1.01E-02,1.35,0.576,0.191,3.13E-02
ZNF823,1.066,1.43E-01,2.54,0.551,0.191,3.13E-02
ZNF488,1.107,1.34E-01,2.57,0.548,0.194,3.27E-02
DPF2,1.078,1.40E-01,2.287,0.563,0.194,3.29E-02
SPI1,2.784,2.69E-03,0.786,0.611,0.194,3.31E-02
CBX3,0.814,2.08E-01,2.197,0.589,0.198,3.50E-02
E2F7,1.758,3.94E-02,1.102,0.606,0.198,3.52E-02
RYBP,2.052,2.01E-02,0.79,0.619,0.199,3.55E-02
ZEB1,1.393,8.18E-02,0.716,0.675,0.204,3.81E-02
EGR3,1.258,1.04E-01,1.888,0.566,0.205,3.89E-02
ZNF554,0.968,1.67E-01,2.676,0.544,0.206,3.93E-02
TOP1,1.491,6.80E-02,1.33,0.593,0.206,3.95E-02
GATA4,1.315,9.43E-02,1.695,0.573,0.207,4.00E-02
ZNF563,1.047,1.48E-01,2.41,0.55,0.208,4.08E-02
DACOR1,0.963,1.68E-01,2.61,0.544,0.21,4.14E-02
CEBPG,1.55,6.06E-02,2.168,0.533,0.211,4.25E-02
ZKSCAN1,1.044,1.48E-01,2.029,0.568,0.212,4.29E-02
REPIN1,0.751,2.26E-01,1.531,0.641,0.212,4.32E-02
NR2F2,1.133,1.29E-01,1.186,0.622,0.214,4.38E-02
IKZF2,1.462,7.18E-02,1.77,0.554,0.214,4.43E-02
ZNF169,1.05,1.47E-01,2.296,0.55,0.215,4.45E-02
CNOT3,1.723,4.24E-02,1.234,0.575,0.215,4.47E-02
PPARG,1.234,1.09E-01,0.682,0.68,0.216,4.52E-02
HOTAIR,1.549,6.07E-02,2.136,0.532,0.216,4.52E-02
MECOM,1.176,1.20E-01,1.944,0.558,0.216,4.56E-02
CBX2,1.323,9.29E-02,1.494,0.574,0.217,4.63E-02
KLF16,1.347,8.89E-02,1.893,0.55,0.218,4.68E-02
KDM1A,0.776,2.19E-01,1.21,0.68,0.219,4.70E-02
EOMES,1.509,6.57E-02,1.943,0.54,0.219,4.70E-02
ATF4,0.664,2.54E-01,1.467,0.647,0.221,4.84E-02
