TF,statistic,pvalue,zscore,max_auc,re_rank,irwin_hall_pvalue
RUNX2,-0.668,7.48E-01,0.009,0.471,0.552,6.16E-01
HMBOX1,-0.183,5.73E-01,0.189,0.436,0.556,6.24E-01
ZNF765,-0.428,6.66E-01,0.708,0.424,0.556,6.25E-01
MKL1,0.148,4.41E-01,-0.485,0.454,0.558,6.28E-01
NFE2L2,-0.818,7.93E-01,-0.347,0.488,0.558,6.29E-01
BRD3,-0.522,6.99E-01,-1.348,0.513,0.559,6.30E-01
FOSL1,-0.949,8.29E-01,-0.407,0.492,0.559,6.32E-01
PKNOX1,-0.262,6.03E-01,0.173,0.437,0.56,6.34E-01
NFIA,-0.509,6.95E-01,0,0.459,0.562,6.37E-01
ING2,0.158,4.37E-01,-0.557,0.455,0.562,6.37E-01
RFX1,-0.67,7.49E-01,0.101,0.462,0.562,6.38E-01
BACH1,-0.664,7.47E-01,-0.587,0.486,0.564,6.41E-01
BPTF,0.216,4.14E-01,-0.717,0.458,0.564,6.41E-01
ZNF284,-0.391,6.52E-01,0.516,0.426,0.564,6.43E-01
ELK3,0.191,4.24E-01,-0.684,0.456,0.564,6.43E-01
DACOR1,-0.484,6.86E-01,0.731,0.421,0.566,6.46E-01
RB1,-0.74,7.70E-01,-1.11,0.508,0.568,6.49E-01
GATA6,-1.915,9.72E-01,0.5,0.495,0.569,6.52E-01
HIF1A,-0.561,7.13E-01,-0.201,0.463,0.57,6.54E-01
ZNF558,-0.197,5.78E-01,-0.21,0.445,0.571,6.57E-01
CDX2,-2.072,9.81E-01,-0.527,0.531,0.572,6.58E-01
LMO1,-0.13,5.52E-01,-0.202,0.439,0.572,6.58E-01
CD59,-0.118,5.47E-01,-0.219,0.44,0.572,6.59E-01
LHX2,-0.782,7.83E-01,-0.227,0.473,0.572,6.59E-01
EP400,0.051,4.80E-01,-0.489,0.448,0.572,6.59E-01
KLF1,-0.149,5.59E-01,-0.992,0.48,0.573,6.60E-01
NFE2,-0.689,7.55E-01,-0.487,0.478,0.574,6.62E-01
USF2,-0.454,6.75E-01,-1.183,0.496,0.574,6.62E-01
GLYR1,0.191,4.24E-01,-0.825,0.456,0.576,6.66E-01
KDM5C,-0.08,5.32E-01,-1.141,0.482,0.579,6.73E-01
ZMYM3,-1.771,9.62E-01,-0.562,0.521,0.579,6.74E-01
ZNF140,-1.108,8.66E-01,0.472,0.457,0.579,6.74E-01
KAT7,0.295,3.84E-01,-1.083,0.462,0.579,6.74E-01
C11orf30,-0.396,6.54E-01,-0.134,0.442,0.58,6.75E-01
SUMO2,-1.804,9.64E-01,0.354,0.492,0.58,6.76E-01
FOXA1,-8.886,1.00E+00,0.195,0.515,0.581,6.77E-01
ZNF788,-0.471,6.81E-01,0.122,0.435,0.581,6.77E-01
ZNF697,-0.485,6.86E-01,0.268,0.431,0.581,6.77E-01
ZNF580,0.01,4.96E-01,-0.64,0.449,0.582,6.80E-01
ZNF146,-0.463,6.78E-01,-0.157,0.446,0.583,6.82E-01
E2F5,-0.038,5.15E-01,-0.576,0.448,0.583,6.82E-01
POLR2M,-0.107,5.42E-01,-1.084,0.474,0.585,6.86E-01
ZNF71,0.104,4.59E-01,-0.891,0.459,0.585,6.86E-01
MED12,-0.322,6.26E-01,-0.731,0.464,0.586,6.88E-01
ESR1,-24.681,1.00E+00,-0.986,0.575,0.586,6.88E-01
ZNF528,0.016,4.94E-01,-0.692,0.447,0.587,6.91E-01
ZBTB17,-0.67,7.49E-01,-1.143,0.496,0.588,6.93E-01
ILK,-0.717,7.63E-01,0.52,0.425,0.588,6.93E-01
ZEB2,-0.62,7.32E-01,-1.135,0.491,0.594,7.05E-01
INSM2,-0.086,5.34E-01,-0.736,0.447,0.596,7.08E-01
USF1,-0.476,6.83E-01,-1.602,0.503,0.596,7.08E-01
MCRS1,0.111,4.56E-01,-0.931,0.452,0.597,7.11E-01
SIN3A,-0.759,7.76E-01,-1.624,0.512,0.598,7.12E-01
CSNK2A1,-0.031,5.12E-01,-0.76,0.445,0.6,7.16E-01
ZNF391,-0.13,5.52E-01,-0.957,0.462,0.6,7.17E-01
THAP1,0.075,4.70E-01,-0.92,0.45,0.601,7.17E-01
ZNF8,-0.898,8.15E-01,-0.178,0.46,0.602,7.20E-01
MYC,-3.289,1.00E+00,-1.526,0.612,0.603,7.22E-01
OGT,-0.421,6.63E-01,-1.156,0.48,0.603,7.22E-01
XRN2,-0.41,6.59E-01,-1.128,0.477,0.604,7.24E-01
PPARD,-0.188,5.75E-01,-0.612,0.436,0.605,7.26E-01
ZNF438,-0.369,6.44E-01,-0.546,0.442,0.605,7.26E-01
NKX3-1,-0.782,7.83E-01,0.471,0.418,0.606,7.28E-01
KDM6A,-0.303,6.19E-01,-0.359,0.43,0.606,7.29E-01
NIPBL,-1.371,9.15E-01,-1.903,0.546,0.607,7.30E-01
POLR2B,-0.227,5.90E-01,-1.081,0.466,0.607,7.30E-01
BANP,-0.707,7.60E-01,-0.142,0.439,0.607,7.30E-01
RCOR1,-1.147,8.74E-01,-1.543,0.518,0.609,7.33E-01
ZNF574,0.013,4.95E-01,-0.942,0.447,0.61,7.35E-01
DAXX,-0.48,6.85E-01,-0.176,0.43,0.61,7.35E-01
ZBTB1,-0.33,6.29E-01,-0.685,0.444,0.61,7.35E-01
LEF1,-0.554,7.10E-01,-1.013,0.473,0.61,7.36E-01
ZNF350,-0.315,6.24E-01,-0.396,0.43,0.611,7.37E-01
ING5,-0.38,6.48E-01,-0.291,0.426,0.613,7.42E-01
POLR2H,-0.261,6.03E-01,-0.731,0.436,0.617,7.48E-01
CEBPG,-1.046,8.52E-01,0.057,0.441,0.618,7.50E-01
UBE2I,-0.269,6.06E-01,-0.628,0.432,0.618,7.51E-01
ZNF280A,-0.729,7.67E-01,0.32,0.407,0.622,7.58E-01
ELF1,-1.527,9.37E-01,-2.014,0.551,0.623,7.61E-01
ZBTB40,-1.632,9.49E-01,-1.685,0.541,0.624,7.62E-01
ADNP,-0.422,6.64E-01,-0.616,0.433,0.626,7.65E-01
PGBD3,-0.47,6.81E-01,-0.321,0.422,0.628,7.69E-01
ZNF264,-0.831,7.97E-01,-0.864,0.469,0.628,7.70E-01
MBOAT4,-0.22,5.87E-01,-0.868,0.435,0.63,7.73E-01
AGO1,-0.665,7.47E-01,-0.33,0.428,0.634,7.81E-01
ZNF331,-0.837,7.99E-01,0.393,0.4,0.634,7.81E-01
ZNF808,-0.868,8.07E-01,0.474,0.398,0.635,7.81E-01
FOSL2,-6.893,1.00E+00,-0.946,0.526,0.636,7.83E-01
TAF3,-0.019,5.08E-01,-1.209,0.445,0.636,7.83E-01
H2AFX,-1.929,9.73E-01,-0.512,0.494,0.636,7.84E-01
PRDM12,-0.867,8.07E-01,0.428,0.398,0.636,7.84E-01
ZNF324,-0.221,5.87E-01,-1.094,0.444,0.637,7.85E-01
ERCC3,-0.448,6.73E-01,-0.568,0.423,0.641,7.91E-01
HDAC6,-0.333,6.31E-01,-0.894,0.434,0.641,7.91E-01
GTF2A2,-0.608,7.29E-01,-0.252,0.414,0.643,7.95E-01
OVOL3,-0.546,7.07E-01,-0.752,0.434,0.643,7.96E-01
BAHD1,-1.385,9.17E-01,0.607,0.412,0.644,7.97E-01
CDK12,-0.17,5.67E-01,-1.125,0.437,0.644,7.97E-01
LRWD1,-0.968,8.34E-01,0.523,0.39,0.644,7.97E-01
FOXJ2,-0.511,6.95E-01,-0.744,0.431,0.645,7.99E-01
ZMIZ1,-0.369,6.44E-01,-0.961,0.435,0.645,7.99E-01
KLF7,-0.315,6.24E-01,-1.179,0.448,0.645,7.99E-01
SAP30,-0.615,7.31E-01,-1.384,0.473,0.646,8.01E-01
MEF2D,-0.771,7.80E-01,-0.29,0.421,0.651,8.09E-01
DNMT3A,-0.916,8.20E-01,-1.254,0.478,0.651,8.09E-01
ZNF781,-1.071,8.58E-01,0.22,0.408,0.652,8.11E-01
ERCC2,-0.581,7.19E-01,-0.465,0.416,0.653,8.12E-01
