TF,statistic,pvalue,zscore,max_auc,re_rank,irwin_hall_pvalue
ZNF202,0.878,1.90E-01,1.293,0.459,0.265,8.33E-02
ZNF549,0.759,2.24E-01,2.634,0.405,0.265,8.33E-02
PBX3,0.65,2.58E-01,0.974,0.508,0.265,8.40E-02
STAT1,1.532,6.28E-02,0.652,0.454,0.266,8.47E-02
KLF11,1.651,4.94E-02,0.736,0.445,0.266,8.51E-02
KDM4A,1.468,7.11E-02,0.84,0.447,0.267,8.61E-02
ZNF175,0.796,2.13E-01,2.053,0.42,0.268,8.64E-02
H3F3B,0.791,2.14E-01,2.323,0.408,0.268,8.68E-02
OSR2,1.105,1.35E-01,1.773,0.416,0.27,8.82E-02
ZFP64,0.897,1.85E-01,1.711,0.43,0.27,8.85E-02
ZNF573,0.783,2.17E-01,2.361,0.407,0.27,8.85E-02
PTRF,1.005,1.58E-01,2.19,0.402,0.27,8.85E-02
LARP7,0.704,2.41E-01,1.872,0.438,0.271,9.00E-02
ZNF697,0.415,3.39E-01,2.231,0.442,0.272,9.03E-02
PTTG1,0.999,1.59E-01,2.012,0.403,0.276,9.51E-02
JUND,1.083,1.40E-01,1.033,0.443,0.28,9.84E-02
ZNF750,0.834,2.02E-01,1.973,0.412,0.28,9.84E-02
ZNF440,0.718,2.36E-01,2.469,0.402,0.28,9.92E-02
ZMYM3,1.312,9.48E-02,1.046,0.431,0.281,9.96E-02
JMJD1C,1.119,1.32E-01,0.883,0.449,0.281,1.00E-01
ZNF136,0.681,2.48E-01,2.669,0.398,0.281,1.00E-01
ATF2,0.808,2.10E-01,1.293,0.442,0.285,1.05E-01
ZNF585A,0.782,2.17E-01,2.059,0.407,0.286,1.05E-01
IRF1,1.485,6.87E-02,0.634,0.434,0.292,1.12E-01
ZNF2,0.947,1.72E-01,0.762,0.456,0.293,1.13E-01
IRF4,0.951,1.71E-01,0.926,0.444,0.294,1.15E-01
RELB,1.106,1.34E-01,1.33,0.408,0.295,1.16E-01
BATF,1.327,9.22E-02,1.16,0.409,0.295,1.16E-01
NR4A1,0.953,1.70E-01,1.427,0.416,0.295,1.16E-01
MAF,0.284,3.88E-01,0.797,0.529,0.296,1.17E-01
ZNF707,0.758,2.24E-01,2.065,0.402,0.297,1.17E-01
ZNF182,0.784,2.17E-01,1.895,0.407,0.297,1.17E-01
DRAP1,1.015,1.55E-01,1.048,0.432,0.297,1.18E-01
TRAF7,1.443,7.45E-02,-0.025,0.461,0.298,1.19E-01
ZNF354C,0.674,2.50E-01,2.341,0.398,0.299,1.20E-01
ZNF479,0.789,2.15E-01,1.823,0.408,0.299,1.20E-01
BRD9,1.044,1.48E-01,1.119,0.421,0.299,1.21E-01
RXRA,1.223,1.11E-01,0.809,0.428,0.302,1.24E-01
CENPC,0.649,2.58E-01,2.463,0.396,0.302,1.24E-01
ARID1A,0.77,2.21E-01,1.597,0.418,0.304,1.27E-01
CTCFL,0.972,1.66E-01,0.123,0.473,0.304,1.27E-01
ZNF780A,0.67,2.51E-01,2.293,0.398,0.304,1.27E-01
BATF3,0.925,1.77E-01,1.169,0.421,0.305,1.28E-01
ZNF534,0.904,1.83E-01,1.187,0.419,0.308,1.31E-01
PRMT1,0.976,1.65E-01,1.279,0.41,0.308,1.32E-01
ZNF770,0.762,2.23E-01,1.791,0.405,0.31,1.34E-01
ELF3,1.053,1.46E-01,1.218,0.405,0.315,1.40E-01
ZNF292,0.661,2.55E-01,2.112,0.397,0.315,1.41E-01
EGR3,0.84,2.00E-01,1.294,0.413,0.315,1.41E-01
TCF7L2,0.536,2.96E-01,0.99,0.458,0.316,1.42E-01
ZNF768,0.729,2.33E-01,1.774,0.403,0.317,1.43E-01
PSIP1,0.692,2.44E-01,1.057,0.437,0.318,1.45E-01
ZNF362,0.893,1.86E-01,1.652,0.398,0.318,1.45E-01
CNOT3,1.168,1.22E-01,0.741,0.418,0.32,1.47E-01
ETV6,0.71,2.39E-01,1.01,0.435,0.322,1.51E-01
ZNF429,0.584,2.80E-01,2.317,0.389,0.323,1.51E-01
NFKB2,0.901,1.84E-01,1.255,0.404,0.325,1.54E-01
LRWD1,0.545,2.93E-01,2.379,0.386,0.325,1.54E-01
ZNF366,0.771,2.20E-01,1.254,0.412,0.326,1.57E-01
ZBTB42,0.753,2.26E-01,1.505,0.405,0.327,1.58E-01
